u,std
24.15932221,0.232064469
55.95896277,0.490573401
9.511093921,0.140019491
27.51600631,0.278791515
18.68597377,0.204565255
43.66848464,0.256907212
5.452665191,0.099151281
25.40778618,0.178244433
13.1769373,0.205179054
15.06542956,0.200380394
13.26416478,0.244793526
42.17319467,0.414901652
10.72181165,0.167911449
18.77861194,0.202850115
23.07800967,0.525916146
13.05630841,0.192434939
32.48855939,0.19366834
13.41923863,0.170760222
9.713283627,0.154902202
5.698194295,0.120074853
3.417885893,0.0974128
14.84653915,0.235110916
26.1442803,0.358360893
19.25683123,0.229405192
12.8690946,0.218435547
10.70141981,0.229566109
22.9474231,0.375242317
22.24093591,0.243857049
26.15386519,0.537259682
37.47052278,0.782818441
2.742781273,0.099302593
12.49722794,0.24283251
13.82193917,0.225802589
13.43016766,0.388722591
22.55773737,0.238174249
13.78794576,0.149367204
43.07875012,0.306100873
16.88513297,0.228816973
24.02156995,0.231841228
22.86080469,0.270757193
17.81232858,0.378771276
24.39588468,0.229872964
22.44167909,0.194487588
13.70462338,0.183833661
21.74815684,0.237275391
17.56103961,0.210488523
9.708147271,0.188316727
49.97991232,0.519436998
19.10337981,0.348983795
19.71963095,0.268503555
36.23220944,0.635029256
19.80710521,0.205634945
2.351557128,0.08509254
18.36810513,0.182942421
27.06635399,0.291555772
20.68666646,0.213288546
10.73327361,0.153410671
21.48742737,0.251283828
47.29271999,0.251676397
48.13850705,0.461655753
23.05593502,0.186366586
16.8420561,0.202687097
1.279175786,0.093212384
23.25312095,0.23821546
18.3813851,0.166726264
24.34713458,0.220334962
9.93699536,0.132450603
17.43936193,0.201884057
25.8415884,0.268677529
21.30312762,0.192589803
19.14166817,0.216296358
16.10987401,0.170655741
8.619847557,0.152914493
22.15894455,0.213508461
27.33379103,0.329382478
19.86602694,0.203160827
39.32765872,0.348198894
26.51728239,0.212430726
21.89864038,0.18402562
29.31441085,0.340097022
22.59442957,0.269724831
8.631149377,0.154993791
13.61532193,0.163090282
32.26090055,0.264301638
24.88194567,0.289540491
17.99250402,0.205712287
23.95428539,0.196271341
17.01290262,0.286106195
5.44977476,0.109649962
4.289547685,0.102679189
20.18002198,0.416727041
15.75248575,0.199260044
2.82891795,0.074771936
28.73920986,0.267626179
22.09085666,0.199350462
27.16992776,0.295978322
24.37192377,0.244076165
30.84657809,0.405081471
23.79881381,0.25860801
9.605056551,0.160047573
51.19029533,0.426226969
18.13075246,0.196340789
4.879288772,0.089956774
17.47502895,0.233065016
17.37435611,0.181848766
20.47347553,0.250524882
8.04483034,0.391868536
21.73617507,0.340687714
28.11961149,0.440535952
32.87252858,0.30535434
48.36136425,0.431459594
24.72998015,0.217118702
19.12856541,0.27735301
21.87905187,0.245110935
23.44619569,0.388700056
13.20477837,0.22225053
17.4460577,0.29393425
46.7579916,0.492701401
30.82818933,0.899063611
26.93300431,0.238759826
21.68882818,0.202684325
46.99054002,0.417566689
23.19185747,0.288497873
21.66045943,0.266503942
23.84763348,0.423594755
20.85152865,0.455746506
16.15669452,0.300822821
8.127303441,0.140060782
6.19567262,0.132225803
21.70541338,0.248447755
16.40546191,0.196959206
18.40168244,0.258240429
10.5351544,0.204879668
27.69306292,0.509511523
17.27971354,0.258137226
14.86974135,0.359949148
7.568695523,0.137332828
3.167729737,0.098500188
27.7736117,0.205128415
26.26210014,0.853525625
10.65491564,0.133349407
31.77469255,0.358591973
33.809187,0.437851592
14.47269434,0.16753217
22.7857585,0.321648124
14.03730252,0.224036138
14.87938662,0.20620269
19.13641105,0.178552425
8.70276433,0.133894368
16.43385429,0.172870443
24.04675949,0.294468689
15.7463833,0.179794328
32.59781426,0.350319516
12.12827928,0.199345469
11.68045152,0.173150646
30.08743571,0.34117926
19.97607071,0.243755271
7.400276078,0.133938183
16.2560836,0.233842893
5.461430993,0.10362101
36.17141982,0.365443126
17.22972693,0.163663221
45.96559613,0.38724889
10.16793055,0.177904405
16.86582537,0.21092391
14.82108577,0.223131011
13.63576366,0.222742997
40.68439571,0.228803977
52.52558643,0.489294641
33.54235508,0.291687278
10.93485294,0.157829653
31.74144472,0.375951591
23.98454303,0.270091844
11.80615376,0.149550812
17.43995787,0.219188239
6.820474292,0.14327472
34.29428189,0.427057814
19.18672188,0.300320815
24.7443483,0.219894214
26.3295094,0.225689315
3.26581799,0.085600859
19.05756609,0.179599818
17.73247682,0.264406395
25.43558131,0.373080721
37.05413666,0.733522267
6.438054016,0.130550908
31.568116,0.310519736
31.02638337,0.35435535
13.26430786,0.184093577
28.44811775,0.683744375
33.14160643,0.309196722
24.09261653,0.336645083
7.349504518,0.129143796
14.7373184,0.166847585
19.26768282,0.251967502
16.25810769,0.246269935
16.68819776,0.212387122
12.03267191,0.257561223
12.62938049,0.186913761
20.3807074,0.256139379
21.64070553,0.33623775
34.21804382,0.295954151
17.39185096,0.227593746
36.294229,0.284774225
16.85346031,0.200627037
4.065884519,0.125307726
15.50690546,0.206842861
44.81164478,0.279987623
18.51998139,0.24001848
17.78176378,0.201753778
43.50080421,0.348171982
19.40496384,0.291824492
25.65408449,0.368237603
2.677317347,0.130568372
33.35120335,0.324372493
23.96015814,0.309347535
16.84292244,0.25691154
36.82210017,0.316039567
40.71140457,0.428326984
41.7914189,0.272977098
5.504184954,0.127929258
23.54834525,0.346219454
21.93748137,0.229640674
21.29389846,0.250079621
13.0561824,0.186932077
19.70713069,0.189694448
21.32430836,0.226580775
26.28286609,0.278646571
25.14802545,0.534978375
36.19904168,0.484708748
19.84284705,0.274431287
26.99377949,0.249633763
18.23108139,0.255854221
21.52942,0.313428479
15.1373858,0.242527533
21.61950247,0.231723709
9.301088763,0.221850305
10.70472372,0.198251442
13.27754057,0.236786603
24.18248503,0.35231573
21.28273315,0.294285561
22.51002951,0.307787156
57.51420883,0.921790158
16.92347909,0.188557514
11.83586271,0.177293456
9.473103526,0.1881526
9.968572201,0.175403843
11.31817763,0.1651931
27.16065659,0.334434831
6.601717771,0.116839904
18.41650344,0.184644651
46.78680271,0.898350093
13.08693753,0.152351313
68.41594389,1.228005943
16.64692183,0.207153729
19.53767689,0.197477756
20.81281893,0.171261114
22.22926918,0.18672031
26.50898389,0.198981652
27.35708775,0.222560821
30.05898688,0.336994837
42.11973221,0.286833555
19.06813939,0.184150036
16.60351943,0.160426459
41.2672415,0.255010828
0.977754518,0.080090989
20.67210404,0.175958718
23.72229353,0.239456471
12.83278832,0.172208721
31.87062282,0.279186341
28.43276119,0.362344796
18.85170099,0.179297213
30.46144984,0.339932882
31.36333252,0.281340892
20.21998789,0.240392538
19.19085275,0.169139878
8.724132778,0.161499711
20.14448097,0.224599806
31.77467286,0.255614422
6.434419319,0.126762922
24.74495342,0.199873248
14.54964779,0.247457866
30.8702371,0.364776574
15.07530323,0.182313719
24.11824711,0.282797632
8.449337078,0.183430466
5.568886238,0.104459747
19.74875841,0.216697418
13.38748458,0.194621385
21.01050104,0.197008232
22.14498857,0.228318128
9.955700464,0.181987824
27.76124007,0.369467752
3.397977099,0.107581817
17.20560194,0.178640374
29.12708809,0.231216883
15.48688771,0.202422793
17.06857426,0.175335831
21.30571746,0.214160766
29.58006927,0.241560037
6.421429444,0.119820062
5.35382217,0.11690961
11.19829038,0.155467899
17.31260039,0.222568705
1.837819145,0.064170157
25.47486203,0.247474193
7.001434689,0.124557776
8.816874654,0.124400886
11.70311686,0.186565959
18.78412634,0.179917191
45.0213546,0.566442359
41.95137708,0.456699756
24.27212646,0.265256292
2.717158562,0.100257292
16.33026739,0.20464548
23.30069098,0.357855553
22.02288165,0.292029383
17.50949622,0.349707117
8.633520003,0.185346998
10.69362929,0.185191453
19.24937807,0.242991639
20.91838266,0.513043824
1.905942478,0.084288792
13.92234817,0.328425178
17.19514284,0.309616582
61.08148353,0.280469017
15.94817658,0.246159121
35.38349126,0.675288063
30.90467155,0.357556195
37.58604813,0.47096961
11.41863782,0.213865916
10.22569716,0.145207756
8.532458623,0.211352121
23.62517269,0.551114733
28.48910359,0.321198818
16.17813779,0.221780268
31.20758792,0.362360286
22.2038683,0.273971409
15.55789623,0.255491381
17.8225606,0.394295808
19.67757663,0.45760876
14.26006259,0.191801226
8.008085639,0.165407715
20.00498289,0.202991838
44.1038804,0.628966594
9.29425779,0.143691263
14.38478429,0.307941969
17.33366299,0.247619178
21.29981321,0.260051341
20.71973708,0.298299897
13.02666771,0.261629055
22.53027172,0.280025396
18.26911904,0.251550801
7.509450879,0.114683688
20.52053101,0.277028882
29.07818967,0.453247182
23.82935761,0.54108031
46.13225008,0.549351107
8.875305461,0.175253904
22.96792915,0.40711028
27.3886869,0.526311531
40.45128154,0.569398307
10.72775922,0.161403236
12.44005071,0.257325074
20.35874564,0.240365624
21.36275818,0.283150532
23.08772714,0.260714698
19.05749652,0.329905358
30.07487638,0.465190908
15.34279934,0.429618733
26.94772293,0.395261973
14.89515667,0.205666303
19.39907928,0.273698119
23.28459541,0.307264573
15.06799708,0.205971149
18.66862724,0.256294146
39.03170328,0.397268139
31.61461492,0.538880187
29.32466125,0.467123764
20.23103637,0.255418956
13.32027878,0.280478385
20.1848538,0.343297469
16.30756924,0.236065856
29.0820567,0.286159786
14.80442969,0.291422383
27.6494925,0.427296371
21.2344963,0.375793214
50.07897061,1.250219711
30.8668728,1.004510427
11.54912069,0.291116239
16.63899349,0.426068849
52.58734083,0.684384118
51.88853127,1.406731195
7.767052323,0.168190884
9.482763236,0.269016169
15.86569823,0.240001386
42.15730256,0.366287948
66.18373189,1.015908918
11.2911924,0.138080471
24.6712645,0.343054711
18.90104309,0.214381191
26.64740691,0.227304044
28.76231887,0.310401273
36.8418055,0.373634311
23.15580453,0.32914914
12.35439314,0.19415335
20.7277875,0.293638447
22.36473483,0.235148538
24.09921254,0.25613691
27.93599169,0.355678538
25.65331922,0.359068868
10.83743413,0.154803304
16.1826152,0.189368314
12.80721549,0.223414629
37.32813034,0.436567198
25.43396808,0.50690731
15.56091136,0.22751578
8.706741626,0.167961977
26.63388016,0.329372054
22.44897736,0.220761619
1.047307314,0.087430911
27.08941443,0.398926344
7.357921159,0.126421866
20.63431842,0.206095886
9.678035335,0.161962002
2.050306503,0.088470207
20.32930446,0.284333042
15.10379012,0.20751394
31.07146989,0.475681243
52.57845164,0.735458541
33.46210165,0.570903556
21.8316538,0.376949652
20.33813064,0.295081506
20.94998838,0.504941727
20.32642715,0.304944585
17.54890689,0.421219704
23.41312769,0.29953944
23.29098008,0.412049812
18.62746158,0.287998379
36.62321569,0.406955002
16.78312912,0.242413978
10.01886465,0.262325086
11.16944908,0.227667845
43.85570107,1.22069429
15.70036218,0.294135565
20.8193375,0.512701107
47.35223898,1.454206494
9.150004027,0.228138415
14.78204657,0.328399483
7.236851223,0.15445298
25.54435707,0.314776961
27.2768947,0.366071461
10.73091743,0.24759287
8.208696241,0.288217634
17.42611215,0.263288403
27.33472563,0.413971673
18.91503713,0.40353335
19.77419079,0.325099418
20.41583099,0.284913343
22.95122451,0.411250809
19.45976783,0.361022963
25.090079,0.395646101
17.83098774,0.261148582
35.4632577,0.703767281
20.72639085,0.314877195
13.02439685,0.273322643
16.87271541,0.433627243
23.71545468,0.293644208
23.28347179,0.254717227
10.76246408,0.355174483
16.20303461,0.285095034
13.9125677,0.323432814
11.74973129,0.235612626
26.24773593,0.404940818
19.0042887,0.198082402
25.45398976,0.28471865
32.02757374,0.351753579
24.58591935,0.423839396
24.0865587,0.52175171
31.99022916,0.348147818
13.96576108,0.202387301
24.2059432,0.183978973
14.65428743,0.189799045
46.04014877,0.561831102
16.23918469,0.276099811
14.04504972,0.215993745
24.61459788,0.315608629
17.8900263,0.190907312
32.60718651,0.285442187
17.23583858,0.175397187
11.93618508,0.221153452
51.60711593,0.626284761
19.76801744,0.406162049
14.16087303,0.244155764
24.23523737,0.30718335
16.48117886,0.256924728
25.72631114,0.336665126
39.09937769,0.472135813
25.58055965,0.240666018
2.440572422,0.121339999
25.8980043,0.236506334
35.13048274,0.734401818
3.286397543,0.088091049
26.82641804,0.354690388
21.24754393,0.219936903
22.71925759,0.283464687
26.78336086,0.283152768
13.36310494,0.173794864
26.97835074,0.366749697
22.96030272,0.273323816
18.83601889,0.317461597
20.02779131,0.312466331
25.03422097,0.292056177
13.63458754,0.220686204
16.42322979,0.261215561
7.124245184,0.140540904
19.541137,0.39587713
31.1200244,0.260962332
22.329203,0.264121337
19.92696226,0.559028684
14.41174195,0.434906676
36.00353724,0.471427864
9.277840616,0.188843181
11.10888392,0.174905487
17.66917874,0.269543888
26.16040082,0.26308408
6.444678904,0.133423147
21.23674485,0.237075776
21.80168362,0.299332503
22.25180719,0.358273193
17.58001906,0.302385205
23.31023124,0.272412032
23.13753522,0.309309447
17.43348656,0.225994878
27.81909726,0.419311838
11.85232977,0.188472263
30.16724546,0.336182338
30.65068249,0.394865802
17.90346378,0.326895839
16.91382988,0.542840457
13.0773697,0.220491922
14.79169447,0.262463308
12.28915893,0.2474674
29.39955386,0.423125619
23.79154967,0.212036387
17.39331456,0.250988367
11.03926418,0.17227678
23.29822716,0.436855685
38.47980032,0.37197109
16.1536282,0.242840719
31.49910532,0.789693272
28.38787944,0.646000285
23.42384539,0.345782374
21.68329804,0.441327723
2.920263177,0.104298381
40.05200042,0.449940423
14.44711495,0.255588552
24.17493867,0.41685293
30.23128255,0.440117434
10.24883111,0.2803533
18.46301286,0.373948547
1.646687109,0.081114379
38.69788871,0.682501229
22.56585604,0.234943611
31.40130716,0.542949038
29.11627851,0.46891013
2.831120558,0.090265451
36.67830058,0.494039265
27.64526843,0.537657013
19.73266283,0.495213687
29.62622297,0.724303562
10.63770563,0.344211991
10.19372521,0.192937415
19.2450293,0.422069684
18.92377537,0.352912443
18.66762176,0.287900307
21.67237951,0.28480609
24.8095602,0.311772971
31.76339466,0.434214685
18.91409203,0.312851755
20.82626035,0.269346875
21.68353825,0.462418026
14.78784319,0.331239675
6.726892328,0.23690219
31.36512033,0.418383508
24.13551225,0.36430987
19.92144787,0.368876887
12.78168598,0.290063588
5.563745944,0.241122044
19.17268977,0.320096009
24.5666183,0.326372756
25.5312123,0.357648925
24.16263531,0.409289554
6.817187444,0.195872236
14.00780096,0.234178747
25.37831088,0.463552491
6.56494813,0.185001311
23.98200438,0.43304539
29.98442899,0.416061129
11.76450898,0.228789132
22.99258707,0.29297177
31.30229087,0.351238555
20.57498189,0.251082251
42.16565881,0.534595049
25.10754629,0.414905862
14.6555725,0.307701278
22.37493272,0.395083214
27.03052551,0.527940023
42.12219472,0.447666529
17.04742764,0.373170301
46.74236595,0.487206234
20.9393967,0.248462761
27.29466914,0.440078396
25.25400791,0.359274378
24.57981295,0.432306239
17.67813094,0.296363634
4.733157935,0.123966338
25.25886336,0.304083018
8.276008363,0.234222243
18.69436941,0.284973454
8.601054506,0.173345628
20.83333154,0.362896983
35.1844427,0.469244125
22.02333714,0.316625092
9.01736843,0.186061517
13.77790145,0.271014035
33.60215497,0.440744923
18.43985266,0.423064573
28.73451587,0.350923524
7.927598561,0.149437713
20.30071781,0.345813486
14.68638801,0.297557919
22.00712605,0.357687871
22.09224149,0.293079955
30.82048283,0.456160947
7.540830825,0.226223108
59.84663687,1.555395074
19.08959841,0.351359043
18.98543395,0.37161564
22.07980949,0.345385264
12.21009606,0.270933222
29.3550344,0.457930184
25.8582576,0.358364374
58.03191098,0.744578736
39.3249258,0.396235791
37.77386837,0.389816563
16.8148241,0.253156128
23.08523575,0.276847332
34.68301071,0.790383815
31.44035161,0.56752031
8.446130301,0.177532728
22.93864155,0.316430902
19.34826572,0.293748461
29.39621451,0.367367216
27.85884528,0.479490006
18.86908427,0.284398205
48.68979306,0.724516001
30.44440654,0.521167397
38.3407446,0.61957485
